,diagnostic_sub_category,diagnostic_description,count_of_diagnostics_id,current_wait_band
1361,Flexi,FLEXI+TATTOO,3,9
1362,Flexi,OGD+BANDING+FLEXI,6,33
1363,Flexi,STREAM 3 FLEXI,5,25
1364,Flexi,STREAM 3 FLEXI,2,75
1365,Flexi,STREAM 3 FLEXI,3,76
1366,Flexi,STREAM 3 FLEXI,3,77
1367,Flexi,STREAM 3 FLEXI,6,78
1368,Flexi,STREAM 3 FLEXI,3,79
1369,Flexi,STREAM 3 FLEXI,1,81
1370,Flexi,STREAM 3 FLEXI,1,83
1371,Flexi,STREAM 3 FLEXI,7,85
1372,Flexi,STREAM 3 FLEXI,3,88
1373,MRI,MRA Aorta thoracic,2,11
1374,MRI,MRA Aorta whole,4,1
1375,MRI,MRA Aorta whole,5,11
1376,MRI,MRA Carotid Both,4,6
1377,MRI,MRA Carotid Both,6,9
1378,MRI,MRA Head,4,0
1379,MRI,MRA Head,23,1
1380,MRI,MRA Head,24,2
1381,MRI,MRA Head,22,3
1382,MRI,MRA Head,16,4
1383,MRI,MRA Head,13,5
1384,MRI,MRA Head,18,6
1385,MRI,MRA Head,9,7
1386,MRI,MRA Head,9,8
1387,MRI,MRA Head,15,9
1388,MRI,MRA Head,10,10
1389,MRI,MRA Head,4,11
1390,MRI,MRA Head,6,12
1391,MRI,MRA Head,5,13
1392,MRI,MRA Head,5,14
1393,MRI,MRA Head,2,16
1394,MRI,MRA Head,2,18
1395,MRI,MRA Head,5,24
1396,MRI,MRA Lower limb Both,5,2
1397,MRI,MRA Neck,16,1
1398,MRI,MRA Neck,11,2
1399,MRI,MRA Neck,8,3
1400,MRI,MRA Neck,4,4
1401,MRI,MRA Neck,4,5
1402,MRI,MRA Neck,5,6
1403,MRI,MRA Neck,7,8
1404,MRI,MRA Neck,5,9
1405,MRI,MRA Neck,4,10
1406,MRI,MRA Neck,1,12
1407,MRI,MRA Neck,2,24
1408,MRI,MRA Neck with contrast,1,7
1409,MRI,MRA Renal and visceral,8,1
1410,MRI,MRA Renal and visceral,6,2
1411,MRI,MRA Renal and visceral,5,3
1412,MRI,MRA Renal and visceral,3,4
1413,MRI,MRA Renal and visceral,4,6
1414,MRI,MRA Renal and visceral,6,7
1415,MRI,MRA Renal and visceral,8,8
1416,MRI,MRA Renal and visceral,7,9
1417,MRI,MRA Renal and visceral,6,10
1418,MRI,MRA Renal and visceral,1,16
1419,MRI,MRA Renal Both,3,3
1420,MRI,MRA Renal Both,5,6
1421,MRI,MRA Renal Both,2,9
1422,MRI,MRA Upper limb Lt,2,1
1423,MRI,MRA Upper limb Lt,1,4
1424,MRI,MRA Upper limb Lt,2,9
1425,MRI,MRA Upper limb Rt,2,1
1426,MRI,MRA Upper limb Rt,1,6
1427,MRI,MRA Upper limb Rt,3,9
1428,MRI,MRCP,4,0
1429,MRI,MRCP,47,1
1430,MRI,MRCP,37,2
1431,MRI,MRCP,24,3
1432,MRI,MRCP,17,4
1433,MRI,MRCP,12,5
1434,MRI,MRCP,26,6
1435,MRI,MRCP,13,7
1436,MRI,MRCP,16,8
1437,MRI,MRCP,20,9
1438,MRI,MRCP,13,10
1439,MRI,MRCP,9,11
1440,MRI,MRCP,5,12
1441,MRI,MRCP,5,14
1442,MRI,MRCP,2,16
1443,MRI,MRCP with contrast,1,0
1444,MRI,MRCP with contrast,6,1
1445,MRI,MRCP with contrast,7,2
1446,MRI,MRCP with contrast,3,7
1447,MRI,MRCP with contrast,1,9
1448,MRI,MRI Abdomen,7,1
1449,MRI,MRI Abdomen,10,2
1450,MRI,MRI Abdomen,12,3
1451,MRI,MRI Abdomen,3,4
1452,MRI,MRI Abdomen,1,5
1453,MRI,MRI Abdomen,4,6
1454,MRI,MRI Abdomen,3,7
1455,MRI,MRI Abdomen,5,8
1456,MRI,MRI Abdomen,6,9
1457,MRI,MRI Abdomen,1,10
1458,MRI,MRI Abdomen and pelvis,6,1
1459,MRI,MRI Abdomen and pelvis,2,2
1460,MRI,MRI Abdomen and pelvis,2,3
1461,MRI,MRI Abdomen and pelvis,4,4
1462,MRI,MRI Abdomen and pelvis,5,5
1463,MRI,MRI Abdomen and pelvis,2,6
1464,MRI,MRI Abdomen and pelvis with contrast,2,19
1465,MRI,MRI Abdomen with contrast,6,1
1466,MRI,MRI Abdomen with contrast,5,2
1467,MRI,MRI Abdomen with contrast,4,4
1468,MRI,MRI Abdomen with contrast,4,8
1469,MRI,MRI Abdomen with contrast,1,14
1470,MRI,MRI Achilles tendon Left,6,9
1471,MRI,MRI Achilles tendon Right,1,9
1472,MRI,MRI Achilles tendon Right,6,11
1473,MRI,MRI Adrenal Both,5,1
1474,MRI,MRI Adrenal Both,5,2
1475,MRI,MRI Adrenal Both,11,3
1476,MRI,MRI Adrenal Both,7,4
1477,MRI,MRI Adrenal Both,3,6
1478,MRI,MRI Adrenal Both,1,7
1479,MRI,MRI Adrenal Both,4,8
1480,MRI,MRI Adrenal Both,3,9
1481,MRI,MRI Adrenal Both,6,10
1482,MRI,MRI Adrenal Both,5,16
1483,MRI,MRI Adrenal with contrast Both,1,1
1484,MRI,MRI Adrenal with contrast Both,3,2
1485,MRI,MRI Adrenal with contrast Both,6,4
1486,MRI,MRI Adrenal with contrast Both,1,6
1487,MRI,MRI Ankle Lt,3,0
1488,MRI,MRI Ankle Lt,4,1
1489,MRI,MRI Ankle Lt,11,2
1490,MRI,MRI Ankle Lt,6,3
1491,MRI,MRI Ankle Lt,9,4
1492,MRI,MRI Ankle Lt,9,5
1493,MRI,MRI Ankle Lt,7,6
1494,MRI,MRI Ankle Lt,6,7
1495,MRI,MRI Ankle Lt,9,8
1496,MRI,MRI Ankle Lt,3,9
1497,MRI,MRI Ankle Lt,2,10
1498,MRI,MRI Ankle Rt,1,0
1499,MRI,MRI Ankle Rt,9,1
1500,MRI,MRI Ankle Rt,6,2
1501,MRI,MRI Ankle Rt,12,3
1502,MRI,MRI Ankle Rt,12,4
1503,MRI,MRI Ankle Rt,7,5
1504,MRI,MRI Ankle Rt,20,6
1505,MRI,MRI Ankle Rt,5,7
1506,MRI,MRI Ankle Rt,2,8
1507,MRI,MRI Ankle Rt,7,9
1508,MRI,MRI Ankle Rt,5,11
1509,MRI,MRI Ankle Rt,4,12
1510,MRI,MRI Ankle with contrast Lt,5,2
1511,MRI,MRI Ankle with contrast Lt,2,9
1512,MRI,MRI Ankle with contrast Rt,4,3
1513,MRI,MRI Ankle with contrast Rt,2,4
1514,MRI,MRI Arthrogram hip Lt,5,3
1515,MRI,MRI Arthrogram hip Lt,6,6
1516,MRI,MRI Arthrogram hip Lt,1,10
1517,MRI,MRI Arthrogram hip Rt,5,2
1518,MRI,MRI Arthrogram hip Rt,3,4
1519,MRI,MRI Arthrogram hip Rt,3,6
1520,MRI,MRI Arthrogram shoulder Lt,1,3
1521,MRI,MRI Arthrogram shoulder Lt,8,4
1522,MRI,MRI Arthrogram shoulder Lt,1,6
1523,MRI,MRI Arthrogram shoulder Lt,5,9
1524,MRI,MRI Arthrogram shoulder Lt,4,10
1525,MRI,MRI Arthrogram shoulder Lt,6,12
1526,MRI,MRI Arthrogram shoulder Rt,4,1
1527,MRI,MRI Arthrogram shoulder Rt,5,6
1528,MRI,MRI Arthrogram shoulder Rt,9,7
1529,MRI,MRI Axilla with contrast Lt,3,11
1530,MRI,MRI Axilla with contrast Rt,3,1
1531,MRI,MRI Axilla with contrast Rt,6,2
1532,MRI,MRI Axilla with contrast Rt,4,7
1533,MRI,MRI Axilla with contrast Rt,3,23
1534,MRI,MRI Brachial plexus,2,2
1535,MRI,MRI Brachial plexus,1,4
1536,MRI,MRI Brachial plexus,6,6
1537,MRI,MRI Brachial plexus with contrast,1,2
1538,MRI,MRI Brachial plexus with contrast,2,3
1539,MRI,MRI Brachial plexus with contrast,5,8
1540,MRI,MRI Breast Both,5,1
1541,MRI,MRI Breast Both,2,2
1542,MRI,MRI Breast Both,6,6
1543,MRI,MRI Breast Both,3,7
1544,MRI,MRI Breast Both,4,10
1545,MRI,MRI Breast with contrast Both,18,1
1546,MRI,MRI Breast with contrast Both,11,2
1547,MRI,MRI Breast with contrast Both,12,3
1548,MRI,MRI Breast with contrast Both,6,4
1549,MRI,MRI Breast with contrast Both,2,6
1550,MRI,MRI Breast with contrast Both,6,7
1551,MRI,MRI Breast with contrast Both,7,8
1552,MRI,MRI Buttock Both,2,2
1553,MRI,MRI Clavicle Both,4,7
1554,MRI,MRI Defaecating proctogram,6,1
1555,MRI,MRI Defaecating proctogram,5,2
1556,MRI,MRI Defaecating proctogram,4,3
1557,MRI,MRI Defaecating proctogram,6,6
1558,MRI,MRI Defaecating proctogram,1,10
1559,MRI,MRI Defaecating proctogram,2,12
1560,MRI,MRI Diffusion weighted brain,1,0
1561,MRI,MRI Diffusion weighted brain,8,1
1562,MRI,MRI Diffusion weighted brain,3,2
1563,MRI,MRI Diffusion weighted brain,1,3
1564,MRI,MRI Diffusion weighted brain,2,4
1565,MRI,MRI Diffusion weighted brain,1,5
1566,MRI,MRI Diffusion weighted brain,4,6
1567,MRI,MRI Diffusion weighted IAM Both,5,0
1568,MRI,MRI Diffusion weighted IAM Both,8,1
1569,MRI,MRI Diffusion weighted IAM Both,6,2
1570,MRI,MRI Diffusion weighted IAM Both,4,3
1571,MRI,MRI Diffusion weighted IAM Both,13,4
1572,MRI,MRI Diffusion weighted IAM Both,12,6
1573,MRI,MRI Diffusion weighted IAM Both,7,7
1574,MRI,MRI Diffusion weighted IAM Both,7,8
1575,MRI,MRI Diffusion weighted IAM Both,15,9
1576,MRI,MRI Diffusion weighted IAM Both,7,10
1577,MRI,MRI Diffusion weighted IAM Both,5,11
1578,MRI,MRI Elbow Lt,2,1
1579,MRI,MRI Elbow Lt,5,3
1580,MRI,MRI Elbow Lt,4,8
1581,MRI,MRI Elbow Lt,4,11
1582,MRI,MRI Elbow Rt,4,2
1583,MRI,MRI Elbow Rt,3,6
1584,MRI,MRI Elbow Rt,6,7
1585,MRI,MRI Elbow Rt,3,8
1586,MRI,MRI Elbow Rt,3,10
1587,MRI,MRI Elbow Rt,4,11
1588,MRI,MRI Elbow with contrast Lt,2,1
1589,MRI,MRI Elbow with contrast Lt,4,5
1590,MRI,MRI Elbow with contrast Rt,1,0
1591,MRI,MRI Elbow with contrast Rt,5,3
1592,MRI,MRI Face,1,1
1593,MRI,MRI Face,1,2
1594,MRI,MRI Face,1,3
1595,MRI,MRI Face,4,4
1596,MRI,MRI Face,7,6
1597,MRI,MRI Face with contrast,2,3
1598,MRI,MRI Face with contrast,6,4
1599,MRI,MRI Face with contrast,2,6
1600,MRI,MRI Face with contrast,5,7
1601,MRI,MRI Face with contrast,2,9
1602,MRI,MRI Face with contrast,6,10
1603,MRI,MRI Femur Both,4,7
1604,MRI,MRI Femur Lt,4,0
1605,MRI,MRI Femur Lt,5,1
1606,MRI,MRI Femur Lt,6,2
1607,MRI,MRI Femur Lt,6,3
1608,MRI,MRI Femur Lt,6,4
1609,MRI,MRI Femur Lt,2,7
1610,MRI,MRI Femur Lt,5,9
1611,MRI,MRI Femur Lt,5,16
1612,MRI,MRI Femur Rt,5,0
1613,MRI,MRI Femur Rt,1,1
1614,MRI,MRI Femur Rt,7,2
1615,MRI,MRI Femur Rt,3,3
1616,MRI,MRI Femur Rt,4,6
1617,MRI,MRI Femur Rt,6,9
1618,MRI,MRI Femur Rt,6,11
1619,MRI,MRI Femur Rt,3,16
1620,MRI,MRI Femur with contrast Lt,1,1
1621,MRI,MRI Femur with contrast Lt,2,6
1622,MRI,MRI Femur with contrast Rt,2,1
1623,MRI,MRI Femur with contrast Rt,1,5
1624,MRI,MRI Femur with contrast Rt,1,6
1625,MRI,MRI Femur with contrast Rt,2,9
1626,MRI,MRI Foot Both,6,2
1627,MRI,MRI Foot Both,3,7
1628,MRI,MRI Foot Lt,5,0
1629,MRI,MRI Foot Lt,3,1
1630,MRI,MRI Foot Lt,6,2
1631,MRI,MRI Foot Lt,2,3
1632,MRI,MRI Foot Lt,7,4
1633,MRI,MRI Foot Lt,4,5
1634,MRI,MRI Foot Lt,8,6
1635,MRI,MRI Foot Lt,9,7
1636,MRI,MRI Foot Lt,8,8
1637,MRI,MRI Foot Lt,8,9
1638,MRI,MRI Foot Rt,4,0
1639,MRI,MRI Foot Rt,7,1
1640,MRI,MRI Foot Rt,5,2
1641,MRI,MRI Foot Rt,3,3
1642,MRI,MRI Foot Rt,6,4
1643,MRI,MRI Foot Rt,5,5
1644,MRI,MRI Foot Rt,4,6
1645,MRI,MRI Foot Rt,8,7
1646,MRI,MRI Foot Rt,5,8
1647,MRI,MRI Foot Rt,6,9
1648,MRI,MRI Foot Rt,1,10
1649,MRI,MRI Foot Rt,9,11
1650,MRI,MRI Foot with contrast Both,3,1
1651,MRI,MRI Foot with contrast Both,5,3
1652,MRI,MRI Foot with contrast Both,6,6
1653,MRI,MRI Foot with contrast Both,1,7
1654,MRI,MRI Foot with contrast Both,1,8
1655,MRI,MRI Foot with contrast Both,5,11
1656,MRI,MRI Foot with contrast Lt,5,1
1657,MRI,MRI Foot with contrast Lt,4,2
1658,MRI,MRI Foot with contrast Lt,2,3
1659,MRI,MRI Foot with contrast Lt,7,4
1660,MRI,MRI Foot with contrast Lt,3,6
1661,MRI,MRI Foot with contrast Lt,6,10
1662,MRI,MRI Foot with contrast Lt,5,11
1663,MRI,MRI Foot with contrast Rt,8,1
1664,MRI,MRI Foot with contrast Rt,6,3
1665,MRI,MRI Foot with contrast Rt,4,4
1666,MRI,MRI Foot with contrast Rt,3,5
1667,MRI,MRI Foot with contrast Rt,1,6
1668,MRI,MRI Foot with contrast Rt,5,7
1669,MRI,MRI Foot with contrast Rt,6,11
1670,MRI,MRI Forearm Lt,1,1
1671,MRI,MRI Forearm Rt,4,9
1672,MRI,MRI Forearm with contrast Lt,2,8
1673,MRI,MRI Forearm with contrast Rt,6,6
1674,MRI,MRI Forefoot Lt,5,1
1675,MRI,MRI Forefoot Rt,2,1
1676,MRI,MRI Hand Lt,7,2
1677,MRI,MRI Hand Lt,3,3
1678,MRI,MRI Hand Lt,4,5
1679,MRI,MRI Hand Lt,3,6
1680,MRI,MRI Hand Lt,6,8
1681,MRI,MRI Hand Lt,1,10
1682,MRI,MRI Hand Rt,4,0
1683,MRI,MRI Hand Rt,5,1
1684,MRI,MRI Hand Rt,4,2
1685,MRI,MRI Hand Rt,4,3
1686,MRI,MRI Hand Rt,2,5
1687,MRI,MRI Hand Rt,7,6
1688,MRI,MRI Hand Rt,9,8
1689,MRI,MRI Hand Rt,4,9
1690,MRI,MRI Hand Rt,5,10
1691,MRI,MRI Hand Rt,4,11
1692,MRI,MRI Hand with contrast Both,2,6
1693,MRI,MRI Hand with contrast Lt,2,0
1694,MRI,MRI Hand with contrast Lt,9,1
1695,MRI,MRI Hand with contrast Lt,6,2
1696,MRI,MRI Hand with contrast Lt,5,3
1697,MRI,MRI Hand with contrast Lt,3,4
1698,MRI,MRI Hand with contrast Lt,2,5
1699,MRI,MRI Hand with contrast Lt,5,6
1700,MRI,MRI Hand with contrast Lt,5,7
1701,MRI,MRI Hand with contrast Lt,2,8
1702,MRI,MRI Hand with contrast Lt,6,9
1703,MRI,MRI Hand with contrast Lt,7,10
1704,MRI,MRI Hand with contrast Lt,3,17
1705,MRI,MRI Hand with contrast Rt,6,0
1706,MRI,MRI Hand with contrast Rt,11,1
1707,MRI,MRI Hand with contrast Rt,5,2
1708,MRI,MRI Hand with contrast Rt,7,3
1709,MRI,MRI Hand with contrast Rt,4,4
1710,MRI,MRI Hand with contrast Rt,4,5
1711,MRI,MRI Hand with contrast Rt,7,6
1712,MRI,MRI Hand with contrast Rt,8,7
1713,MRI,MRI Hand with contrast Rt,6,8
1714,MRI,MRI Hand with contrast Rt,4,9
1715,MRI,MRI Hand with contrast Rt,7,10
1716,MRI,MRI Hand with contrast Rt,2,17
1717,MRI,MRI Head,42,0
1718,MRI,MRI Head,166,1
1719,MRI,MRI Head,202,2
1720,MRI,MRI Head,214,3
1721,MRI,MRI Head,139,4
1722,MRI,MRI Head,100,5
1723,MRI,MRI Head,285,6
1724,MRI,MRI Head,164,7
1725,MRI,MRI Head,123,8
1726,MRI,MRI Head,119,9
1727,MRI,MRI Head,44,10
1728,MRI,MRI Head,35,11
1729,MRI,MRI Head,25,12
1730,MRI,MRI Head,6,13
1731,MRI,MRI Head,13,14
1732,MRI,MRI Head,7,15
1733,MRI,MRI Head,6,16
1734,MRI,MRI Head,4,17
1735,MRI,MRI Head,9,18
1736,MRI,MRI Head,8,19
1737,MRI,MRI Head,10,20
1738,MRI,MRI Head,3,21
1739,MRI,MRI Head,9,22
1740,MRI,MRI Head,3,23
1741,MRI,MRI Head,8,24
1742,MRI,MRI Head,4,25
1743,MRI,MRI Head,6,26
1744,MRI,MRI Head,6,28
1745,MRI,MRI Head,6,29
1746,MRI,MRI Head,3,30
1747,MRI,MRI Head,3,40
1748,MRI,MRI Head,2,49
1749,MRI,MRI Head with contrast,12,0
1750,MRI,MRI Head with contrast,46,1
1751,MRI,MRI Head with contrast,45,2
1752,MRI,MRI Head with contrast,45,3
1753,MRI,MRI Head with contrast,37,4
1754,MRI,MRI Head with contrast,19,5
1755,MRI,MRI Head with contrast,44,6
1756,MRI,MRI Head with contrast,28,7
1757,MRI,MRI Head with contrast,26,8
1758,MRI,MRI Head with contrast,17,9
1759,MRI,MRI Head with contrast,8,10
1760,MRI,MRI Head with contrast,5,11
1761,MRI,MRI Head with contrast,2,12
1762,MRI,MRI Head with contrast,2,13
1763,MRI,MRI Head with contrast,3,22
1764,MRI,MRI Head with contrast,3,25
1765,MRI,MRI Head with contrast,3,29
1766,MRI,MRI Head with contrast,1,32
1767,MRI,MRI Hip Both,2,0
1768,MRI,MRI Hip Both,6,1
1769,MRI,MRI Hip Both,3,2
1770,MRI,MRI Hip Both,10,3
1771,MRI,MRI Hip Both,10,4
1772,MRI,MRI Hip Both,7,5
1773,MRI,MRI Hip Both,14,6
1774,MRI,MRI Hip Both,8,7
1775,MRI,MRI Hip Both,4,8
1776,MRI,MRI Hip Both,3,9
1777,MRI,MRI Hip Both,6,11
1778,MRI,MRI Hip Lt,4,0
1779,MRI,MRI Hip Lt,2,1
1780,MRI,MRI Hip Lt,8,2
1781,MRI,MRI Hip Lt,7,3
1782,MRI,MRI Hip Lt,6,4
1783,MRI,MRI Hip Lt,6,5
1784,MRI,MRI Hip Lt,8,6
1785,MRI,MRI Hip Lt,4,7
1786,MRI,MRI Hip Lt,6,8
1787,MRI,MRI Hip Lt,4,9
1788,MRI,MRI Hip Lt,5,10
1789,MRI,MRI Hip Lt,4,15
1790,MRI,MRI Hip Rt,6,1
1791,MRI,MRI Hip Rt,16,2
1792,MRI,MRI Hip Rt,13,3
1793,MRI,MRI Hip Rt,6,4
1794,MRI,MRI Hip Rt,9,5
1795,MRI,MRI Hip Rt,11,6
1796,MRI,MRI Hip Rt,5,7
1797,MRI,MRI Hip Rt,6,8
1798,MRI,MRI Hip Rt,9,9
1799,MRI,MRI Hip Rt,7,11
1800,MRI,MRI Hip Rt,5,16
1801,MRI,MRI Hip with contrast Both,6,3
1802,MRI,MRI Hip with contrast Lt,5,7
1803,MRI,MRI Hip with contrast Rt,3,1
1804,MRI,MRI Hip with contrast Rt,1,3
1805,MRI,MRI Hip with contrast Rt,3,6
1806,MRI,MRI IAM with contrast Both,7,0
1807,MRI,MRI IAM with contrast Both,28,1
1808,MRI,MRI IAM with contrast Both,9,2
1809,MRI,MRI IAM with contrast Both,11,3
1810,MRI,MRI IAM with contrast Both,10,4
1811,MRI,MRI IAM with contrast Both,4,5
1812,MRI,MRI IAM with contrast Both,16,6
1813,MRI,MRI IAM with contrast Both,12,7
1814,MRI,MRI IAM with contrast Both,12,8
1815,MRI,MRI IAM with contrast Both,4,10
1816,MRI,MRI IAM with contrast Both,5,11
1817,MRI,MRI Internal auditory meatus Both,17,0
1818,MRI,MRI Internal auditory meatus Both,24,1
1819,MRI,MRI Internal auditory meatus Both,49,2
1820,MRI,MRI Internal auditory meatus Both,54,3
1821,MRI,MRI Internal auditory meatus Both,36,4
1822,MRI,MRI Internal auditory meatus Both,27,5
1823,MRI,MRI Internal auditory meatus Both,79,6
1824,MRI,MRI Internal auditory meatus Both,36,7
1825,MRI,MRI Internal auditory meatus Both,35,8
1826,MRI,MRI Internal auditory meatus Both,29,9
1827,MRI,MRI Internal auditory meatus Both,11,10
1828,MRI,MRI Internal auditory meatus Both,13,11
1829,MRI,MRI Internal auditory meatus Both,1,12
1830,MRI,MRI Internal auditory meatus Both,3,14
1831,MRI,MRI Internal auditory meatus Both,3,15
1832,MRI,MRI Internal auditory meatus Both,4,16
1833,MRI,MRI Internal auditory meatus Both,2,17
1834,MRI,MRI Internal auditory meatus Both,6,20
1835,MRI,MRI Internal auditory meatus Both,5,27
1836,MRI,MRI Internal auditory meatus Both,6,36
1837,MRI,MRI Knee Both,4,1
1838,MRI,MRI Knee Both,7,2
1839,MRI,MRI Knee Both,5,3
1840,MRI,MRI Knee Both,2,4
1841,MRI,MRI Knee Both,4,7
1842,MRI,MRI Knee Lt,7,0
1843,MRI,MRI Knee Lt,29,1
1844,MRI,MRI Knee Lt,28,2
1845,MRI,MRI Knee Lt,38,3
1846,MRI,MRI Knee Lt,31,4
1847,MRI,MRI Knee Lt,25,5
1848,MRI,MRI Knee Lt,50,6
1849,MRI,MRI Knee Lt,37,7
1850,MRI,MRI Knee Lt,27,8
1851,MRI,MRI Knee Lt,23,9
1852,MRI,MRI Knee Lt,10,10
1853,MRI,MRI Knee Lt,8,11
1854,MRI,MRI Knee Lt,6,12
1855,MRI,MRI Knee Lt,6,13
1856,MRI,MRI Knee Rt,7,0
1857,MRI,MRI Knee Rt,21,1
1858,MRI,MRI Knee Rt,39,2
1859,MRI,MRI Knee Rt,46,3
1860,MRI,MRI Knee Rt,35,4
1861,MRI,MRI Knee Rt,40,5
1862,MRI,MRI Knee Rt,59,6
1863,MRI,MRI Knee Rt,28,7
1864,MRI,MRI Knee Rt,37,8
1865,MRI,MRI Knee Rt,28,9
1866,MRI,MRI Knee Rt,13,10
1867,MRI,MRI Knee Rt,11,11
1868,MRI,MRI Knee Rt,6,12
1869,MRI,MRI Knee Rt,4,17
1870,MRI,MRI Knee with contrast Lt,8,8
1871,MRI,MRI Knee with contrast Lt,6,14
1872,MRI,MRI Knee with contrast Rt,2,4
1873,MRI,MRI Knee with contrast Rt,2,5
1874,MRI,MRI Knee with contrast Rt,6,6
1875,MRI,MRI Knee with contrast Rt,2,8
1876,MRI,MRI Liver and spleen,5,1
1877,MRI,MRI Liver and spleen,9,2
1878,MRI,MRI Liver and spleen,5,3
1879,MRI,MRI Liver and spleen,6,4
1880,MRI,MRI Liver and spleen,5,6
1881,MRI,MRI Liver and spleen,2,7
1882,MRI,MRI Liver and spleen,4,8
1883,MRI,MRI Liver with contrast,9,0
1884,MRI,MRI Liver with contrast,28,1
1885,MRI,MRI Liver with contrast,25,2
1886,MRI,MRI Liver with contrast,15,3
1887,MRI,MRI Liver with contrast,15,4
1888,MRI,MRI Liver with contrast,17,5
1889,MRI,MRI Liver with contrast,22,6
1890,MRI,MRI Liver with contrast,13,7
1891,MRI,MRI Liver with contrast,9,8
1892,MRI,MRI Liver with contrast,15,9
1893,MRI,MRI Liver with contrast,10,10
1894,MRI,MRI Liver with contrast,8,11
1895,MRI,MRI Liver with contrast,5,12
1896,MRI,MRI Liver with contrast,2,14
1897,MRI,MRI Liver with contrast,7,15
1898,MRI,MRI Liver with hepatobiliary contrast,4,1
1899,MRI,MRI Liver with hepatobiliary contrast,10,2
1900,MRI,MRI Liver with hepatobiliary contrast,6,3
1901,MRI,MRI Liver with hepatobiliary contrast,5,6
1902,MRI,MRI Liver with hepatobiliary contrast,3,9
1903,MRI,MRI Liver with hepatobiliary contrast,4,10
1904,MRI,MRI Liver with hepatobiliary contrast,3,12
1905,MRI,MRI Lower leg Both,1,9
1906,MRI,MRI Lower leg Lt,3,1
1907,MRI,MRI Lower leg Lt,7,2
1908,MRI,MRI Lower leg Lt,7,3
1909,MRI,MRI Lower leg Lt,3,4
1910,MRI,MRI Lower leg Lt,5,5
1911,MRI,MRI Lower leg Lt,6,6
1912,MRI,MRI Lower leg Lt,6,8
1913,MRI,MRI Lower leg Lt,2,13
1914,MRI,MRI Lower leg Rt,8,1
1915,MRI,MRI Lower leg Rt,3,2
1916,MRI,MRI Lower leg Rt,7,3
1917,MRI,MRI Lower leg Rt,2,4
1918,MRI,MRI Lower leg Rt,5,5
1919,MRI,MRI Lower leg Rt,2,6
1920,MRI,MRI Lower leg Rt,4,10
1921,MRI,MRI Lower leg with contrast Lt,6,2
1922,MRI,MRI Lower leg with contrast Lt,5,6
1923,MRI,MRI Lower leg with contrast Rt,2,5
1924,MRI,MRI Lower leg with contrast Rt,3,6
1925,MRI,MRI Lower leg with contrast Rt,2,9
1926,MRI,MRI Lower leg with contrast Rt,6,10
1927,MRI,MRI Lower leg with contrast Rt,5,12
1928,MRI,MRI Lower leg with contrast Rt,5,17
1929,MRI,MRI Lower limb Both,6,2
1930,MRI,MRI Lower limb Both,4,6
1931,MRI,MRI Lower limb Left,2,2
1932,MRI,MRI Lower limb Right,3,8
1933,MRI,MRI Lower limb Right,3,9
1934,MRI,MRI Lower limb Right,1,22
1935,MRI,MRI Mandible,5,9
1936,MRI,MRI Multiparametric prostate,2,0
1937,MRI,MRI Multiparametric prostate,75,1
1938,MRI,MRI Multiparametric prostate,45,2
1939,MRI,MRI Multiparametric prostate,16,3
1940,MRI,MRI Multiparametric prostate,9,4
1941,MRI,MRI Multiparametric prostate,7,5
1942,MRI,MRI Multiparametric prostate,24,6
1943,MRI,MRI Multiparametric prostate,10,7
1944,MRI,MRI Multiparametric prostate,10,8
1945,MRI,MRI Multiparametric prostate,4,9
1946,MRI,MRI Multiparametric prostate,1,10
1947,MRI,MRI Multiparametric prostate,6,11
1948,MRI,MRI Neck,2,1
1949,MRI,MRI Neck,5,2
1950,MRI,MRI Neck,4,3
1951,MRI,MRI Neck,3,4
1952,MRI,MRI Neck,4,8
1953,MRI,MRI Neck with contrast,6,0
1954,MRI,MRI Neck with contrast,27,1
1955,MRI,MRI Neck with contrast,22,2
1956,MRI,MRI Neck with contrast,15,3
1957,MRI,MRI Neck with contrast,8,4
1958,MRI,MRI Neck with contrast,6,5
1959,MRI,MRI Neck with contrast,18,6
1960,MRI,MRI Neck with contrast,9,7
1961,MRI,MRI Neck with contrast,11,8
1962,MRI,MRI Neck with contrast,6,9
1963,MRI,MRI Neck with contrast,3,10
1964,MRI,MRI Neck with contrast,6,11
1965,MRI,MRI Neck with contrast,6,12
1966,MRI,MRI Neck with contrast,2,14
1967,MRI,MRI Neck with contrast,4,15
1968,MRI,MRI Neck with contrast,1,18
1969,MRI,MRI Neck with contrast,3,29
1970,MRI,MRI Orbit Both,6,0
1971,MRI,MRI Orbit Both,6,1
1972,MRI,MRI Orbit Both,6,2
1973,MRI,MRI Orbit Both,8,3
1974,MRI,MRI Orbit Both,7,4
1975,MRI,MRI Orbit Both,5,5
1976,MRI,MRI Orbit Both,17,6
1977,MRI,MRI Orbit Both,1,7
1978,MRI,MRI Orbit Both,7,8
1979,MRI,MRI Orbit Both,2,9
1980,MRI,MRI Orbit Both,7,10
1981,MRI,MRI Orbit Both,5,11
1982,MRI,MRI Orbit Both,2,12
1983,MRI,MRI Orbit Both,7,14
1984,MRI,MRI Orbit Both,3,23
1985,MRI,MRI Orbit with contrast Both,2,1
1986,MRI,MRI Orbit with contrast Both,2,2
1987,MRI,MRI Orbit with contrast Both,3,4
1988,MRI,MRI Orbit with contrast Both,11,6
